user_id,whisky_id,points_overall,nose_text,taste_text,finish_text,nose_rating,taste_rating,finish_rating
Dede,145,88.0,"Relatively alcoholic at first nose. A rustic meaty peaty side, reminiscent of slightly mushy red meat. Then appear notes of rubber, tar, chocolate scents and pepper. The water brings out aromas of citrus (lemon).","Pretty nervous. Powerful and peaty, also attacked, then develops briefly on chocolate and peppery notes, before peat mixed with lemon juice regains the upper hand. The water soothes and brings out a certain sweetness.","Medium length, but intense, very peaty, on the ash, with a hint of licorice.",,,
Peter Slijkhuis,146,80.0,,,,,,
Arranthony_Moray,146,84.0,,,,86,84,86
Cubey666,146,81.0,,,,81,80,80
markjedi1,146,79.0,,,,,,
St. Pauli,146,77.0,"Caramel, porridge, lemon grass, dried apricot, hay, apples. With water, the fruitiness reveals itself better. ","Quite thin, a bit bitter, grass, pear, apple, fudge, almonds, spices.","Grassy, ginger, dried fruits, pear",,,
karloff,146,77.0,,,,79,78,76
Cipidos,146,74.0,,,,72,74,75
z-imaging,146,82.0,,,,84,82,83
ricallende,146,73.0,,,,74,72,73
Den Blieken,146,79.0,,,,80,81,75
Allandale,147,88.0,Gentle sea fragrance.Delicate. Very appetizing.,Very delicate and teasing.Lightly toasty. Cinnamon toast.Faintly rhubarby fruitiness and wineyness. Tinge of sourish acidity.,the coastal whisky and near-coastal sherry combine in a clinching hug of saltiness and oakiness. ,,,
getz,147,89.0,,,,,,
Saika,147,90.0,,,,,,
Master Quill,149,,,,,,,
Allandale,149,86.0,"Intense. Sweetish, smokiness. Coconut. Grapefruit.","A very lively interplay of flavours, with malty sweetness fruity easternness and peppery dryness. Perfumy of thyme?","The flavours come together in a rousing finale, with the alcohol  providing a back beat. ",,,
Ivynor,149,83.0,"Fine peat, iodine, ashes. slightly sweet. A little lime and a ""synthol"" effect certainly linked to youth =)","Not very creamy, quite sweet, on the earth and herbs. Delicately tart, but still very young","Dry, on the hay and the earth",,,
Rom,149,89.0,,,,,,
HunterRomario,149,85.0,,,,,,
Feusi,149,88.0,,,,,,
DarrenHJA,150,84.0,,,,81,86,84
lincolnimp,150,83.0,,,,82,84,83
Allandale,150,86.0,Lightly floral aroma of polished oak. Sweet lemon. Spices.,"The amontillado  seems to heighten  the interplay between  sweetness and dryness. Brown sugar and butter, dry nuttiness, hint of saltiness.","Sweet, astonishingly  long and soothing.",,,
Sb17sw,150,82.0,,,,76,85,80
Willie JJ,150,79.0,"Rich fruity malt, musty wood shavings, gravel dust and grist.",Very rich. but typically harsh. Lots of spiky sweet fruit notes.,Turns harsh quickly and holds on to it.,,,
The Macallan,150,85.0,,,,,,
MaltMartin,151,82.0,Malty and yeasty. Biscuits. Some wet grass. Cardboardy. Hints of smoke as well.,Fruity sweetness of pear and melon. Whiney. Slightly spiced of pepper and nutmeg. Gingery and mustard.,Medium long. Quite dry. Liquorice. Becomes salty at the end.,,,
Adamos,151,86.0,,,,82,86,88
Adamos,151,86.0,"citrus with some cinnamon and honey, a bit herbal flower ish","honey and citrus , complex and well balanced ","quite long finish, citurs and nerbal/flowers/ cinnamon hint stays long enough ;) ",,,
lupowolf63,151,81.0,,,,80,82,81
karloff,151,58.0,,,,59,61,53
Allandale,151,84.0,"Smoky with herbal and fruit, malty and als yeasty.","Full body, peat, fruit and herbal,hints of tobacco and nuts. ",A little bit dry. Short. ,,,
Achany,151,79.0,,,,78,80,78
hsmithjr,151,78.0,Fruity and herbal.  Citrus.....lemon chiffon.  Fresh cut hay.  SOme seaside notes.,Smooth and silky.  Seaweed and brine.  Some really soft fruits.,"Rather short, ending way too soon.  Some salt.",,,
karloff,151,58.0,Floral and fruity,Fruity and a bit salty,Short and thats it,,,
CrilleVBG,151,79.0,"Oh, its fresh alright, lemon, orange and apple. And in the end I can smell some seaweed... good nose!","First of all, the taste is exactly as the shores of the west coast of sweden smells like, I promise..  It's smooth and its seaweed and a nice sea breeze.... But it's  too few flavors, and not as powerful as I want it to be...","Short, way too short....  but it's so coastal, seaweed and a nice sea breeze...",,,
Calmar,152,90.0,"Dry, refreshing, mineral - dusty weather-beaten boulders, drying plaster; lemonade notes, wildflowers - the first nose reminds Clynelish without wax and honey, then the grain tones - raw grains, flour; mineral water, vegetable puree, potato peelings, lemon peel, perfume notes, camphor, a little carpentry.","Lemonade, sweetness, then a powerful wave of pepper and strong, rich oak, a feeling of freshness, lemon, kumquat.","Crusts of oranges and lemons, young bark and leaves of black currant, lollipops, lemonade, fruit sour.",,,
Largiemeanoch,152,,"Shy, delicate. Spring garden. Grassy. Orange sherbet. Raspberry. Mint lollipop. A briny echo.","Smooth, gentle at start. Then the alcohol strength breaks out. Iced mint sweets.","Tangy (even with water), dry. Herbal.",,,
KayMeertens,152,89.0,"Plum jam, apple compote, apricot, honey, toffee, lime, vanilla, leather, mint, malt, cocoa, fig and blossom. Tobacco as well. After a while quite some gingerbread comes up, or more specifically for the Dutch speakers taaitaai or speculaas. With water more waxiness. Great nose.","Honey, beeswax, plum, leather, lime, caramel, apricot and gingerbread. Smoke and a slight nuttiness.","Leather, plum, beeswax, blueberry, honey, apple compote, rhubarb, mint and smoke.",,,
Archer,153,83.0,"Hardly noticeable at first, but then comes vanilla, orange peel, quince jelly. A little spice is now also introduced, although this cannot be further defined. The quince is already quite dominant, rarely seen in this form. Lemon wedges, now pepper, marzipan.","Soft start, hard to believe. Warming, yes, but not a bit burning, which one could have expected at almost 60%. Caramel, honey, citrus fruit. There could be more to come, but unfortunately that's it.","Passes quickly and without a fuss. Here a little vanilla and lemon, there a little more marzipan and cinnamon. That’s it.",84,83,82
Horror_Vacui,153,83.0,,,,,,
Kantenmechaniker,153,86.0,"Starts very vanilla, creamy, slightly floury yellow fruit, light sweetness, burnt caramel, slightly greasy, very light smoke, slightly sour, overripe pear, or also mango / passion fruit yoghurt, but the dominant here is really the vanilla","Wow, very sweet, pure vanilla, light acidity, caramel, intense, creamy, oily, tart, grapefruit, reminds me a little of Laddie, but sweetened Mirabelle","slightly chalky, vanilla, the fruit is tart, the mouth is still full of aromas, a hint of smoke, sweet yellow fruit, warming, then a little coconut",,,
maltandgrains,153,90.0,"Strong, but also fresh and neat. Fresh herbs, apple, pear and hints of vanilla.","Very smooth! A little dry, but salty and fresh. Hints of lemon.","The cask strength produces a nice warmth and the finish is medium-long, nutty and woody.",89,92,90
Rosebank88,153,86.0,"Beautiful herbal appearance with notes of thyme, Dost, lavender green, crushed pepper and roses. This is joined by a vanilla sweetness and marzipan. With water: vanilla, coconut, caramel, seaweed, fishing nets, salt and hints of roses.","Lush and soft in the body. With peppery dryness, oak, salt and coastal aromas. With water: softer, more oak, pepper, salt and juniper.","Very long, warming, toasted oak, juniper.",,,
FernetBranco,153,85.0,,,,84,86,85
JacobaEd,153,85.0,,,,84,87,84
mika417,153,85.0,,,,,,
GLEN MAUR,153,81.0,,,,80,79,79
mmaclean,153,,,,,,,
Cast Olila,154,84.0,,,,84,83,81
GLEN MAUR,154,84.0,,,,83,83,82
Achany,156,85.0,,,,85,84,82
GLEN MAUR,156,88.0,,,,89,90,86
underline55,158,87.0,"Resinous, piney, vanilla notes, honeysweetness in the background, sugar powdered lemonglimpse of a metallic, ""cold"" scentquite savoury, not too sweet. Very nice. Like with many other Ardbegs, i get the impression of standing in a misty forest.","Really mellow on the tongue, sweet, burning pine wood is coming through, spices. Pleasant bitterness, chocolate, espresso.","However, there is the metallic glimpse again which i personally don't like that much. Finish is also rather short to medium.",88,87,85
AntTuur,161,94.0,"Sweet vanilla and apple, apricot, coconut, orange zest, very fruity with a slight damp earthy note in the background, marzipan, toasted almonds. What a nose!","Drier on the taste, still fruity, vanilla and those familiar Cragganmore pencil shavings. Spicy, nutmeg, white pepper, creamy, mouthcoating, very malty, a whiff of smoke, some sweetness raises its head.","Malt, slightly smoky, turns more sweet. Keeps going for ages.",,,
ThinLizzy,161,88.0,,,,90,87,88
Dris,161,88.0,,,,87,88,88
Numwierum,161,88.0,,,,,,
ctu,161,87.0,"Floral. Citruses, orange peel, waxy apple, vanilla and spicy oak.","Oily and spicy. Pepper, chilli and ginger. Citruses, honey, vanilla and fruits.","Long, fruity, spicy.",86,87,87
thijs100,161,87.0,"A hint of smoke and moss with some non-intrusive and very soft sulphur. There's some fresh vanilla, as well as notes of lemon yoghurt, and whispers of star anise. Finally a hint of dry apple cider and orange zest. Oh, and some oak too.","Quite spicy, with a big hit of chili pepper and black pepper to start things off, as well as some ginger. It has the same fruity backbone as the nose though, with citrus notes taking center stage, supported by vanilla and a touch of smoke.","A whisper of smoke, sweetness and spices.",,,
ricallende,161,82.0,"Touch of smoke, dried grass, moss. Then apple, nut oils, toasted coconut, vanilla pod. Finally out come sweet spices and calf leather, toffee. Complex and sophisticated.","Sweet and spicy, lots of vanilla, but with ginger powder spice too.",Candied fruits and a touch of smoke.,,,
ColdAesthetics,161,86.0,"Dirty, candy floss, honey, vanilla and strangely sulfur from a bourbon barrel, but distinctly, marzipan and fine malt, probably. some apricot with core behind, cardamom","Lots of malt, very Cragganmore-typical for that matter, honey, vanilla, honeydew melon, nutmeg and white pepper, candy floss, marzipan, apricot, milk chocolate, getting drier","Dry, apple peel, licorice, malt and some spicyness of pepper and nutmeg",,,
whiskycuse,161,88.0,,,,,,
Dhugal MacArdry,161,87.0,,,,89,88,88
Slàinte Mhath,162,81.0,,,,84,81,78
dongolzo81,162,84.0,,,,,,
HammerHead,162,83.0,,,,84,83,81
Simo,162,84.0,,,,85,84,83
Punktar,162,85.0,"At first he comes across quite malty, that's something he likes. In the background then flowers and honey nuts. And there is more (apples, melons?), Which is very complex and pleasant in the nose. You get a taste for it, it does not always have to be smoky. I like it very much!","A bit of salt? Oak and somewhere also citrus fruits. Then sweet hints, but not so honeyy. That's fine, but a little more alcohol would do him good.","Warm, medium long, pleasant with echoes of oak.",90,80,85
Bomshanka,162,82.0,"Lemonzest, sourdough, floral notes, slightly minty.","Sweet and sour attack, lemon bonbons, malty, bready, slight minty notes.","Medium length. Spicy, slightly bitter, lemonzest is back, drying at the end.",80,84,81
NorthCoast500,162,84.0,,,,,,
thebonewolf,162,76.0,"Malty, honey, vague indiscriminate fruit.","Much like the nose, tiniest bit of heat.","Dry, much like the palate. Pretty long, especially for its ABV.",75,76,77
WhiskyPEATer,162,85.0,,,,85,85,84
adriank,162,82.0,"Fresh fruits, sweetness, light and elegant (floral but not into your face) at first. Peach. Reserved oaky note, tannins then. Cream or yoghurt. Golden raisins, orchard fruits. (generic)With water it reveals zesty lemon notes. Quince.","Bit watery. Ginger, pepper, allspice. (???)Thin, but refers on stone fruits. Super easily drinkable, I appreciate it, even no complexity is here.","Short-ish. Loses its fuel by the end of a tasting. Hint at pastry, and barley sweetness.",83,82,81
valery77,163,89.0,"Sweet pastries, vanilla, malt motifs, ripe red apple, fresh wood, delicate carpentry notes, orange peel, almonds, creamy caramel. 23","Medium-bodied, moderately sweet. Black pepper, sweet apple, creamy caramel, a little salt, fruit candies, green bananas, woody tannins. 22","Medium in length, tannic, gradually decaying, slightly astringent, with a bitter taste. 21 Delicious, fresh, drinkable, balanced whisky. Balance 23 Total 89",93,89,84
Mr.Sandwich,163,,,,,,,
